scene,Center_x,Center_y,patch,patch_cal,patch_rgb_vv,patch_rgb_vh,category,Head_x,Head_y,Tail_x,Tail_y,UpperLeft_x,UpperLeft_y,LowerRight_x,LowerRight_y,Manual_Length,Center_longitude,Center_latitude,North_Direction,Chip_Direction,Incidence,Elevation,Slant_Range_Time,MMSI,Nav_Status,Rot,Sog,AIS_Longitude,AIS_Latitude,Projected_Latitude,Projected_Longitude,Cog,True_Head,AIS_Length,AIS_Width,Draught,Name,Ship_Type,Length_overall,Breadth_extreme,Elaborated_type,Gross_tonnage,Deadweight
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,6634,11481,Tanker_x6634_y11481.tif,Tanker_x6634_y11481.tif,Tanker_x6634_y11481_vv.tif,Tanker_x6634_y11481_vh.tif,Tanker,6634,11475,6634,11486,6656,11503,6612,11459,112,1.147031e+02,2.260405e+01,1.693058e+02,0,35.302853,31.388713,5573869.865238,413501020,0,0,113,114.702202,22.603750,22.603199,114.702303,3581.00,357.00,96,15,52,DONG GUI 8,82,96.600000,15.000000,Oil/Chemical Tanker,2949,3964
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,6421,11790,Cargo_x6421_y11790.tif,Cargo_x6421_y11790.tif,Cargo_x6421_y11790_vv.tif,Cargo_x6421_y11790_vh.tif,Cargo,6418,11785,6424,11794,6439,11808,6403,11772,110,1.146771e+02,2.262833e+01,2.024778e+02,-3.369007e+01,35.165908,31.270843,5565604.248532,413483610,0,128,68,114.676323,22.628084,22.628598,114.676202,1864.00,511.00,97,19,42,YUEGUANGZHOUHUO2268,70,97.000000,19.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,6513,11949,Other Type_x6513_y11949.tif,Other Type_x6513_y11949.tif,Other Type_x6513_y11949_vv.tif,Other Type_x6513_y11949_vh.tif,Other Type,6513,11946,6515,11958,6537,11973,6489,11925,124,1.146830e+02,2.264424e+01,1.787210e+02,-9.462322e+00,35.225925,31.322530,5569180.092533,413480110,9,128,81,114.682220,22.643883,22.643992,114.682052,1846.00,511.00,0,0,23,HUIJINQIAO23,0,88.000000,20.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,6606,11900,Tanker_x6606_y11900.tif,Tanker_x6606_y11900.tif,Tanker_x6606_y11900_vv.tif,Tanker_x6606_y11900_vh.tif,Tanker,6609,11895,6604,11907,6630,11924,6582,11876,132,1.146927e+02,2.264139e+01,1.472506e+02,2.261986e+01,35.285819,31.374084,5572789.958634,413472650,1,0,1,114.691727,22.641562,22.641570,114.691720,3274.00,144.00,112,0,48,FENG HAI 30         ,80,112.680000,17.000000,Oil/Chemical Tanker,4522,6555
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,6658,11902,Tanker_x6658_y11902.tif,Tanker_x6658_y11902.tif,Tanker_x6658_y11902_vv.tif,Tanker_x6658_y11902_vh.tif,Tanker,6659,11897,6658,11907,6678,11922,6638,11882,102,1.146977e+02,2.264245e+01,1.638848e+02,5.710593e+00,35.319416,31.403008,5574809.063171,412466420,1,0,0,114.696655,22.642410,22.642390,114.696680,3354.00,149.00,84,13,56,HAI RONG YOU,80,85.000000,14.000000,Tanker,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,6637,11940,Tanker_x6637_y11940.tif,Tanker_x6637_y11940.tif,Tanker_x6637_y11940_vv.tif,Tanker_x6637_y11940_vh.tif,Tanker,6638,11935,6636,11946,6659,11962,6615,11918,114,1.146950e+02,2.264552e+01,1.593793e+02,1.030485e+01,35.305991,31.391456,5573994.573705,413495000,1,128,0,114.693916,22.645582,22.645582,114.693916,285.00,511.00,94,13,32,LONG QING 1,80,94.000000,13.000000,Tanker,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,6602,11975,Tanker_x6602_y11975.tif,Tanker_x6602_y11975.tif,Tanker_x6602_y11975_vv.tif,Tanker_x6602_y11975_vh.tif,Tanker,6604,11971,6602,11980,6620,11993,6584,11957,93,1.146910e+02,2.264809e+01,1.571944e+02,1.252881e+01,35.283512,31.372108,5572636.412658,412436240,1,7,0,114.689980,22.648203,22.648204,114.689980,866.00,152.00,87,12,33,JINWANGYOU 9,80,87.000000,13.000000,Tanker,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,6701,12009,Tanker_x6701_y12009.tif,Tanker_x6701_y12009.tif,Tanker_x6701_y12009_vv.tif,Tanker_x6701_y12009_vh.tif,Tanker,6702,12004,6701,12016,6725,12033,6677,11985,122,1.146998e+02,2.265283e+01,1.648146e+02,4.763642e+00,35.347587,31.427274,5576481.222055,413449480,1,0,0,114.698730,22.652914,22.652913,114.698733,2675.00,156.00,97,15,38,WanZhouXing10,82,97.000000,15.000000,Tanker - Hazard B,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,6713,12046,Tanker_x6713_y12046.tif,Tanker_x6713_y12046.tif,Tanker_x6713_y12046_vv.tif,Tanker_x6713_y12046_vh.tif,Tanker,6716,12044,6711,12049,6723,12056,6703,12036,71,1.147003e+02,2.265638e+01,1.249435e+02,45,35.355475,31.434069,5576948.046999,412461670,1,0,0,114.699333,22.656500,22.656500,114.699333,158.00,143.00,65,11,39,KE LI YOU 02,80,65.000000,11.000000,Tanker,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,6613,12063,Cargo_x6613_y12063.tif,Cargo_x6613_y12063.tif,Cargo_x6613_y12063_vv.tif,Cargo_x6613_y12063_vh.tif,Cargo,6611,12058,6615,12068,6633,12083,6593,12043,109,1.146905e+02,2.265622e+01,1.907993e+02,-2.180141e+01,35.290942,31.378516,5573065.598886,413487810,0,0,80,114.689667,22.655783,22.656651,114.689511,1904.00,511.00,104,18,0,HUIHAILONG368,79,104.000000,18.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,6124,12195,Other Type_x6124_y12195.tif,Other Type_x6124_y12195.tif,Other Type_x6124_y12195_vv.tif,Other Type_x6124_y12195_vh.tif,Other Type,6127,12193,6121,12199,6136,12207,6112,12183,85,1.146413e+02,2.265984e+01,1.249146e+02,45,34.972602,31.104075,5554299.874248,413480710,15,128,1,114.640099,22.659800,22.659829,114.640054,2656.00,511.00,0,0,0,,0,61.000000,14.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,5936,13022,Other Type_x5936_y13022.tif,Other Type_x5936_y13022.tif,Other Type_x5936_y13022_vv.tif,Other Type_x5936_y13022_vh.tif,Other Type,5937,13020,5937,13026,5948,13034,5924,13010,61,1.146083e+02,2.273130e+01,1.694568e+02,0,34.852217,31.000270,5547166.699643,412472280,11,-128,0,114.606697,22.731600,22.731618,114.606729,858.00,511.00,61,13,0,YUEXINHE668,0,61.000000,13.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,6068,12981,Other Type_x6068_y12981.tif,Other Type_x6068_y12981.tif,Other Type_x6068_y12981_vv.tif,Other Type_x6068_y12981_vh.tif,Other Type,6070,12976,6067,12988,6092,13005,6044,12957,126,1.146217e+02,2.272984e+01,1.557009e+02,1.403624e+01,34.938743,31.074948,5552186.925710,413360879,0,128,2,114.620346,22.729389,22.729029,114.620336,2299.00,511.00,0,0,0,HANGJIE2001,0,NaN,NaN,Unspecified,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,6902,12806,Other Type_x6902_y12806.tif,Other Type_x6902_y12806.tif,Other Type_x6902_y12806_vv.tif,Other Type_x6902_y12806_vh.tif,Other Type,6901,12804,6904,12809,6912,12816,6892,12796,59,1.147046e+02,2.272817e+01,1.998107e+02,-3.096376e+01,35.480360,31.541677,5584305.261494,477770500,0,128,0,114.703362,22.727953,22.727957,114.703382,2275.00,511.00,73,16,68,HUIZHI,0,73.600000,16.400000,Tug/Supply Vessel,2335,2783
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,6881,12763,Other Type_x6881_y12763.tif,Other Type_x6881_y12763.tif,Other Type_x6881_y12763_vv.tif,Other Type_x6881_y12763_vh.tif,Other Type,6880,12760,6883,12767,6895,12777,6867,12749,77,1.147034e+02,2.272394e+01,1.921819e+02,-2.319859e+01,35.466637,31.529858,5583488.760717,412664000,1,0,0,114.702118,22.723768,22.723762,114.702115,289.00,181.00,93,15,67,DE XIANG,0,93.930000,15.600000,Offshore Supply Ship,2719,2334
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,6766,12715,Tug_x6766_y12715.tif,Tug_x6766_y12715.tif,Tug_x6766_y12715_vv.tif,Tug_x6766_y12715_vh.tif,Tug,6764,12713,6769,12720,6780,12729,6752,12701,87,1.146932e+02,2.271766e+01,2.043150e+02,-3.553768e+01,35.392177,31.465752,5579022.063520,413477730,1,0,0,114.692108,22.717382,22.717383,114.692107,1527.00,196.00,89,22,73,HUA HU,52,89.200000,22.000000,Multi Purpose Offshore Vessel,6172,5093
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,6952,12684,Other Type_x6952_y12684.tif,Other Type_x6952_y12684.tif,Other Type_x6952_y12684_vv.tif,Other Type_x6952_y12684_vh.tif,Other Type,6954,12682,6951,12689,6966,12698,6938,12670,77,1.147116e+02,2.271801e+01,1.466933e+02,2.319859e+01,35.512208,31.569078,5586243.798027,413302770,15,0,0,114.710442,22.717817,22.717817,114.710442, 0.00,143.00,75,15,54,HAI YANG SHI YOU 256,0,75.000000,15.700000,Multi Purpose Offshore Vessel,2350,2155
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,6790,12660,Tug_x6790_y12660.tif,Tug_x6790_y12660.tif,Tug_x6790_y12660_vv.tif,Tug_x6790_y12660_vh.tif,Tug,6788,12658,6793,12665,6804,12674,6776,12646,87,1.146965e+02,2.271310e+01,2.043153e+02,-3.553768e+01,35.407477,31.478916,5579952.670526,413467390,1,254,0,114.695358,22.712955,22.712947,114.695360,3207.00,185.00,96,22,72,HAIYANGSHIYOU681,52,93.400000,22.780000,Offshore Supply Ship,6889,4718
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,9647,6083,Cargo_x9647_y6083.tif,Cargo_x9647_y6083.tif,Cargo_x9647_y6083_vv.tif,Cargo_x9647_y6083_vh.tif,Cargo,9640,6081,9652,6086,9671,6107,9623,6059,130,1.150899e+02,2.216801e+01,2.361544e+02,-6.738014e+01,37.218759,33.034107,5692862.076863,413505440,0,0,89,115.092499,22.166201,22.168951,115.091955,2490.00,246.00,139,20,700,CHANG RONG 2,70,138.000000,20.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,8170,8212,Tanker_x8170_y8212.tif,Tanker_x8170_y8212.tif,Tanker_x8170_y8212_vv.tif,Tanker_x8170_y8212_vh.tif,Tanker,8167,8211,8173,8213,8182,8224,8158,8200,63,1.149098e+02,2.233512e+01,2.403742e+02,-7.156505e+01,36.286665,32.234835,5633854.723437,412439960,0,0,92,114.910378,22.332623,22.335374,114.909953,2464.00,245.00,88,13,48,HUA CHEN 18,80,88.000000,13.000000,Tanker,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,8068,9334,Tanker_x8068_y9334.tif,Tanker_x8068_y9334.tif,Tanker_x8068_y9334_vv.tif,Tanker_x8068_y9334_vh.tif,Tanker,8079,9329,8059,9338,8108,9374,8028,9294,219,1.148795e+02,2.243461e+01,1.039065e+02,6.577225e+01,36.222993,32.180203,5629825.556373,413177000,1,0,0,114.878685,22.434668,22.434682,114.878705,3210.00,102.00,228,32,125,FEI MA ZUO,84,228.600000,32.300000,Oil Products Tanker,43718,75579
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,8042,9369,Tanker_x8042_y9369.tif,Tanker_x8042_y9369.tif,Tanker_x8042_y9369_vv.tif,Tanker_x8042_y9369_vh.tif,Tanker,8039,9368,8045,9372,8054,9381,8030,9357,73,1.148764e+02,2.243733e+01,2.249599e+02,-5.630993e+01,36.206509,32.166053,5628796.344802,413486660,1,128,0,114.876274,22.437065,22.437615,114.876182,3513.00,511.00,91,14,49,LONGGUANG688,80,91.000000,14.000000,Tanker,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,8261,10831,Other Type_x8261_y10831.tif,Other Type_x8261_y10831.tif,Other Type_x8261_y10831_vv.tif,Other Type_x8261_y10831_vh.tif,Other Type,8265,10830,8258,10833,8275,10845,8247,10817,76,1.148705e+02,2.257291e+01,1.028647e+02,6.680141e+01,36.347049,32.286751,5637483.263934,413054620,1,0,1,114.869881,22.572893,22.572932,114.869870,2555.00,85.00,99,15,60,NAN HAI JIU 117     ,90,99.350000,15.500000,Fire Fighting Vessel,3700,1950
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,8780,10478,Other Type_x8780_y10478.tif,Other Type_x8780_y10478.tif,Other Type_x8780_y10478_vv.tif,Other Type_x8780_y10478_vh.tif,Other Type,8779,10477,8782,10479,8786,10484,8774,10472,36,1.149265e+02,2.254981e+01,2.249734e+02,-5.630993e+01,36.676452,32.569547,5658030.621507,412061188,0,0,74,114.925636,22.551945,22.549670,114.925702,530.00,511.00,0,0,0,MIN MIN YU YUN 61188,0,53.000000,9.000000,Fishing,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,9973,8505,Tanker_x9973_y8505.tif,Tanker_x9973_y8505.tif,Tanker_x9973_y8505_vv.tif,Tanker_x9973_y8505_vh.tif,Tanker,9968,8504,9977,8508,9991,8523,9955,8487,98,1.150765e+02,2.239189e+01,2.348274e+02,-6.603751e+01,37.421772,33.207865,5706010.669663,413803888,0,128,103,115.077202,22.389004,22.392116,115.076477,2465.00,249.00,96,15,56,ZHONG RUN DA 7,89,96.000000,15.000000,Tanker,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,13916,7529,Cargo_x13916_y7529.tif,Cargo_x13916_y7529.tif,Cargo_x13916_y7529_vv.tif,Cargo_x13916_y7529_vh.tif,Cargo,13906,7529,13923,7531,13950,7563,13882,7495,170,1.154705e+02,2.236962e+01,2.525036e+02,-8.329016e+01,39.809933,35.241715,5870259.769953,413461550,0,128,129,115.469101,22.373798,22.369482,115.469891,669.00,68.00,225,32,122,JIA YONG,70,225.000000,32.300000,Bulk Carrier,36575,70181
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,11108,7730,Cargo_x11108_y7730.tif,Cargo_x11108_y7730.tif,Cargo_x11108_y7730_vv.tif,Cargo_x11108_y7730_vh.tif,Cargo,11105,7728,11112,7732,11122,7744,11094,7716,81,1.151989e+02,2.234100e+01,2.290075e+02,-6.025512e+01,38.121110,33.805276,5752432.275475,412206350,0,0,81,115.199356,22.338614,22.341143,115.199020,2387.00,241.00,97,16,60,XIN SHUANG LONG 2,70,97.000000,16.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,11930,8844,Cargo_x11930_y8844.tif,Cargo_x11930_y8844.tif,Cargo_x11930_y8844_vv.tif,Cargo_x11930_y8844_vh.tif,Cargo,11935,8843,11925,8847,11950,8864,11910,8824,108,1.152571e+02,2.245519e+01,1.015608e+02,6.819859e+01,38.622818,34.232990,5786503.359960,413692120,0,0,112,115.258278,22.451748,22.455290,115.257347,2769.00,277.00,126,18,65,HENG HUI,70,126.000000,18.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,15265,6323,Tanker_x15265_y6323.tif,Tanker_x15265_y6323.tif,Tanker_x15265_y6323_vv.tif,Tanker_x15265_y6323_vh.tif,Tanker,15255,6324,15272,6324,15299,6357,15231,6289,168,1.156211e+02,2.228322e+01,2.593939e+02,-90,40.599727,35.910181,5928378.146761,477631400,0,0,141,115.622536,22.278522,22.283402,115.621298,2600.00,259.00,183,32,600,UNIQUE INFINITY,80,182.500000,32.200000,Oil/Chemical Tanker,29479,50378
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,15292,5310,Cargo_x15292_y5310.tif,Cargo_x15292_y5310.tif,Cargo_x15292_y5310_vv.tif,Cargo_x15292_y5310_vh.tif,Cargo,15282,5301,15300,5319,15328,5346,15256,5274,256,1.156420e+02,2.219237e+01,2.138358e+02,-45,40.616401,35.924340,5929556.348216,414736000,0,0,118,115.640930,22.195078,22.192025,115.641746,406.00,39.00,255,37,95,XIN WEN ZHOU,70,255.100000,32.260000,Container Ship,47917,67053
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,14565,4850,Tanker_x14565_y4850.tif,Tanker_x14565_y4850.tif,Tanker_x14565_y4850_vv.tif,Tanker_x14565_y4850_vh.tif,Tanker,14554,4847,14575,4854,14607,4892,14523,4808,221,1.155810e+02,2.213889e+01,2.405983e+02,-7.156505e+01,40.192652,35.565884,5898188.709483,413152000,0,0,117,115.579735,22.142134,22.138543,115.580615,550.00,59.00,228,32,146,TIAN LONG ZUO,80,228.600000,32.260000,Oil Products Tanker,43153,69996
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,14906,7846,Tanker_x14906_y7846.tif,Tanker_x14906_y7846.tif,Tanker_x14906_y7846_vv.tif,Tanker_x14906_y7846_vh.tif,Tanker,14901,7847,14911,7847,14926,7866,14886,7826,100,1.155593e+02,2.241456e+01,2.594018e+02,-90,40.389162,35.731980,5912871.036669,352175000,0,0,107,115.558693,22.418371,22.414570,115.558967,740.00,75.00,95,16,55,QEM STAR,80,95.300000,16.500000,LPG Tanker,3411,4034
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,13155,8455,Cargo_x13155_y8455.tif,Cargo_x13155_y8455.tif,Cargo_x13155_y8455_vv.tif,Cargo_x13155_y8455_vh.tif,Cargo,13146,8456,13161,8456,13185,8485,13125,8425,149,1.153811e+02,2.244049e+01,2.593583e+02,-90,39.358603,34.858723,5837937.848909,413502000,0,0,84,115.379730,22.443123,22.440373,115.380370,694.00,72.00,146,19,83,SONG XIN 5 HAO,70,146.000000,19.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,13298,8813,Tanker_x13298_y8813.tif,Tanker_x13298_y8813.tif,Tanker_x13298_y8813_vv.tif,Tanker_x13298_y8813_vh.tif,Tanker,13303,8813,13293,8814,13318,8833,13278,8793,100,1.153883e+02,2.247514e+01,8.519206e+01,8.428941e+01,39.443844,34.931071,5844017.522406,412703930,0,-128,95,115.392700,22.472200,22.475314,115.390188,2689.00, 0.00,115,16,680,HAI ZHI XING 168,80,115.000000,16.000000,Tanker,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,13480,8871,Cargo_x13480_y8871.tif,Cargo_x13480_y8871.tif,Cargo_x13480_y8871_vv.tif,Cargo_x13480_y8871_vh.tif,Cargo,13488,8871,13472,8872,13512,8903,13448,8839,159,1.154047e+02,2.248339e+01,8.301237e+01,8.642367e+01,39.551948,35.022811,5851750.075063,412362410,0,0,116,115.405716,22.479736,22.483685,115.405159,2631.00,259.00,174,25,100,YOU HE,70,174.000000,25.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,13926,9363,Tanker_x13926_y9363.tif,Tanker_x13926_y9363.tif,Tanker_x13926_y9363_vv.tif,Tanker_x13926_y9363_vh.tif,Tanker,13923,9363,13929,9364,13938,9375,13914,9351,61,1.154384e+02,2.253515e+01,2.497109e+02,-8.053768e+01,39.817196,35.247920,5870703.967011,412430690,0,0,97,115.439392,22.532042,22.535243,115.438306,2540.00,229.00,80,12,49,HUA HONG 7,81,80.000000,12.000000,Tanker,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,13323,9607,Tanker_x13323_y9607.tif,Tanker_x13323_y9607.tif,Tanker_x13323_y9607_vv.tif,Tanker_x13323_y9607_vh.tif,Tanker,13321,9608,13325,9609,13331,9615,13315,9599,41,1.153764e+02,2.254715e+01,2.450561e+02,-7.596376e+01,39.459451,34.944341,5845090.127439,412436610,15,128,74,115.378098,22.545500,22.547673,115.376890,2484.00,511.00,54,9,0,YU ZHOU 12,81,54.000000,9.000000,Tanker - Hazard A (Major),NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,14945,9830,Tanker_x14945_y9830.tif,Tanker_x14945_y9830.tif,Tanker_x14945_y9830_vv.tif,Tanker_x14945_y9830_vh.tif,Tanker,14943,9831,14947,9831,14953,9838,14937,9822,39,1.155274e+02,2.259408e+01,2.594118e+02,-90,40.413799,35.752888,5914583.808509,413436670,8,0,92,115.528084,22.590919,22.593992,115.527232,2506.00,235.00,53,9,20,HUI HANG 8,80,53.000000,9.000000,Tanker,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,15055,9535,Cargo_x15055_y9535.tif,Cargo_x15055_y9535.tif,Cargo_x15055_y9535_vv.tif,Cargo_x15055_y9535_vh.tif,Cargo,15047,9535,15063,9536,15087,9567,15023,9503,160,1.155432e+02,2.256930e+01,2.557605e+02,-8.642367e+01,40.477711,35.806947,5919326.079286,413444010,0,0,118,115.541039,22.573038,22.569102,115.542359,727.00,73.00,158,23,550,YUAN XIANG 18,70,158.000000,8.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,15531,9751,Tanker_x15531_y9751.tif,Tanker_x15531_y9751.tif,Tanker_x15531_y9751_vv.tif,Tanker_x15531_y9751_vh.tif,Tanker,15536,9751,15526,9752,15551,9771,15511,9731,99,1.155849e+02,2.259662e+01,8.528853e+01,8.428941e+01,40.753948,36.040378,5939984.119158,413435480,0,0,85,115.582703,22.599300,22.596530,115.584076,734.00,75.00,97,14,53,HUA CHANG 8,81,97.000000,14.000000,LPG Tanker,2927,2834
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,16001,9727,Cargo_x16001_y9727.tif,Cargo_x16001_y9727.tif,Cargo_x16001_y9727_vv.tif,Cargo_x16001_y9727_vh.tif,Cargo,15997,9727,16005,9728,16017,9743,15985,9711,80,1.156303e+02,2.260217e+01,2.521925e+02,-8.287498e+01,41.023478,36.267669,5960574.012763,413270470,0,128,90,115.630547,22.598938,22.602131,115.630070,2484.00,511.00,99,16,55,MAOYUN1,70,98.000000,16.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,16267,8570,Cargo_x16267_y8570.tif,Cargo_x16267_y8570.tif,Cargo_x16267_y8570_vv.tif,Cargo_x16267_y8570_vh.tif,Cargo,16264,8571,16271,8571,16281,8584,16253,8556,69,1.156763e+02,2.250224e+01,2.594527e+02,-90,41.174947,36.395363,5972208.834294,355604000,0,0,117,115.674553,22.506163,22.502236,115.676009,717.00,70.00,97,19,77,GENIUS MARINER,70,97.220000,19.000000,General Cargo,6100,7644
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,16576,6171,Cargo_x16576_y6171.tif,Cargo_x16576_y6171.tif,Cargo_x16576_y6171_vv.tif,Cargo_x16576_y6171_vh.tif,Cargo,16568,6169,16585,6174,16610,6205,16542,6137,177,1.157489e+02,2.229111e+01,2.427390e+02,-7.361046e+01,41.352672,36.545290,5985751.665803,235050811,0,0,166,115.747116,22.296700,22.290903,115.748447,700.00,70.00,171,27,95,KYOTO TOWER,70,171.990000,27.600000,Container Ship,17229,21975
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,16460,5364,Cargo_x16460_y5364.tif,Cargo_x16460_y5364.tif,Cargo_x16460_y5364_vv.tif,Cargo_x16460_y5364_vh.tif,Cargo,16466,5364,16453,5365,16486,5390,16434,5338,130,1.157524e+02,2.221648e+01,8.392426e+01,8.560129e+01,41.286880,36.489852,5980681.105036,372818000,0,249,174,115.753601,22.210501,22.216693,115.752538,2680.00,268.00,167,25,102,TS HONGKONG,71,168.000000,25.300000,Container Ship,15487,20643
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,18551,4749,Cargo_x18551_y4749.tif,Cargo_x18551_y4749.tif,Cargo_x18551_y4749_vv.tif,Cargo_x18551_y4749_vh.tif,Cargo,18562,4748,18544,4752,18587,4785,18515,4713,184,1.159629e+02,2.219531e+01,9.229904e+01,7.747119e+01,42.461666,37.476652,6073902.169176,564204000,0,0,113,115.964134,22.191433,22.195547,115.963503,2712.00,271.00,227,32,126,BULK POLAND         ,70,228.990000,32.260000,Bulk Carrier,43025,82150
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,17972,6297,Tanker_x17972_y6297.tif,Tanker_x17972_y6297.tif,Tanker_x17972_y6297_vv.tif,Tanker_x17972_y6297_vh.tif,Tanker,17963,6293,17980,6303,18006,6331,17938,6263,198,1.158799e+02,2.232534e+01,2.285783e+02,-5.953446e+01,42.139522,37.206685,6047786.900261,414729000,0,0,121,115.878914,22.329329,22.325117,115.879564,572.00,55.00,185,32,121,LI CHI,80,184.880000,32.230000,Oil Products Tanker,30325,48653
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,18038,7177,Cargo_x18038_y7177.tif,Cargo_x18038_y7177.tif,Cargo_x18038_y7177_vv.tif,Cargo_x18038_y7177_vh.tif,Cargo,18029,7172,18046,7182,18072,7211,18004,7143,198,1.158704e+02,2.240570e+01,2.285851e+02,-5.953446e+01,42.175403,37.236697,6050749.798701,351088000,0,0,110,115.869232,22.408695,22.405199,115.869932,487.00,210.00,199,32,103,IRIS EXPRESS,70,199.900000,32.200000,Wood Chips Carrier,39145,43003
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,17808,8820,Cargo_x17808_y8820.tif,Cargo_x17808_y8820.tif,Cargo_x17808_y8820_vv.tif,Cargo_x17808_y8820_vh.tif,Cargo,17804,8820,17815,8822,17830,8842,17786,8798,112,1.158192e+02,2.255002e+01,2.489987e+02,-7.969515e+01,42.047432,37.129321,6040464.549297,538005313,0,0,165,115.820709,22.544313,22.550416,115.819702,2563.00,256.00,145,22,770,PEGASUS TERA        ,70,146.000000,22.900000,Container Ship,9988,12217
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,17865,9302,Cargo_x17865_y9302.tif,Cargo_x17865_y9302.tif,Cargo_x17865_y9302_vv.tif,Cargo_x17865_y9302_vh.tif,Cargo,17859,9299,17873,9304,17893,9330,17837,9274,148,1.158161e+02,2.259440e+01,2.395078e+02,-7.034618e+01,42.080005,37.156716,6043006.131407,412459830,0,128,101,115.814705,22.597614,22.594049,115.815473,635.00,62.00,134,19,67,AN SHENG 21,70,134.000000,19.000000,Cargo,NaN,NaN
